"section_id","schedule"
15328,"MO2023-04-28 00:00:0021:29UC LAW 1402023-01-23 00:00:0018:30"
15684,"MO2023-04-28 00:00:0021:29UC LAW 1402023-01-23 00:00:0018:30"
15684,"MO2023-04-28 00:00:0021:29UC LAW 1402023-01-23 00:00:0018:30"
20404,"MO2023-04-28 00:00:0021:29UC LAW 1402023-01-23 00:00:0018:30"
20404,"MO2023-04-28 00:00:0021:29UC LAW 1402023-01-23 00:00:0018:30"
20437,"MO2023-04-28 00:00:0021:29UC LAW 1402023-01-23 00:00:0018:30"
20437,"MO2023-04-28 00:00:0021:29UC LAW 1402023-01-23 00:00:0018:30"
32460,"MO2023-04-28 00:00:0021:29UC LAW 1402023-01-23 00:00:0018:30"
32460,"MO2023-04-28 00:00:0021:29UC LAW 1402023-01-23 00:00:0018:30"
30626,"MO2023-05-05 00:00:0008:59Dwinelle 2052023-01-17 00:00:0008:00"
30628,"MO2023-05-05 00:00:0008:59Dwinelle 2422023-01-17 00:00:0008:00"
26390,"MO2023-05-05 00:00:0008:59Evans 702023-01-17 00:00:0008:00"
19744,"MO2023-05-05 00:00:0008:59Social Sciences Building 2022023-01-17 00:00:0008:00"
19744,"MO2023-05-05 00:00:0008:59Social Sciences Building 2022023-01-17 00:00:0008:00"
24317,"MO2023-05-05 00:00:0008:59Valley Life Sciences 20322023-01-17 00:00:0008:00"
29709,"MO2023-05-05 00:00:0008:59Wheeler  1042023-01-17 00:00:0008:00"
33160,"MO2023-05-05 00:00:0008:59Wheeler 242023-01-17 00:00:0008:00"
16840,"MO2023-05-05 00:00:0009:59Berkeley Way West 12062023-01-17 00:00:0009:00"
33718,"MO2023-05-05 00:00:0009:59Cheit C3352023-01-17 00:00:0009:00"
33725,"MO2023-05-05 00:00:0009:59Cheit C3352023-01-17 00:00:0009:00"
21769,"MO2023-05-05 00:00:0009:59Dwinelle 1092023-01-17 00:00:0009:00"
22955,"MO2023-05-05 00:00:0009:59Dwinelle 2092023-01-17 00:00:0008:00"
25023,"MO2023-05-05 00:00:0009:59Dwinelle 2152023-01-17 00:00:0008:00"
25032,"MO2023-05-05 00:00:0009:59Dwinelle 2232023-01-17 00:00:0009:00"
25589,"MO2023-05-05 00:00:0009:59Dwinelle 2432023-01-17 00:00:0009:00"
21907,"MO2023-05-05 00:00:0009:59Dwinelle 2592023-01-17 00:00:0009:00"
23090,"MO2023-05-05 00:00:0009:59Dwinelle 2792023-01-17 00:00:0008:00"
26720,"MO2023-05-05 00:00:0009:59Dwinelle 792023-01-17 00:00:0008:00"
22881,"MO2023-05-05 00:00:0009:59Etcheverry 31082023-01-17 00:00:0009:00"
31445,"MO2023-05-05 00:00:0009:59Etcheverry 31192023-01-17 00:00:0009:00"
29219,"MO2023-05-05 00:00:0009:59Evans 602023-01-17 00:00:0009:00"
30445,"MO2023-05-05 00:00:0009:59Haviland 3402023-01-17 00:00:0008:00"
30445,"MO2023-05-05 00:00:0009:59Haviland 3402023-01-17 00:00:0008:00"
24291,"MO2023-05-05 00:00:0009:59Hearst Gym 2452023-01-17 00:00:0008:00"
26391,"MO2023-05-05 00:00:0009:59Hildebrand B512023-01-17 00:00:0009:00"
21431,"MO2023-05-05 00:00:0009:59Physics Building 3852023-01-17 00:00:0009:00"
21025,"MO2023-05-05 00:00:0009:59Social Sciences Building 1512023-01-17 00:00:0009:00"
27792,"MO2023-05-05 00:00:0009:59Social Sciences Building 1552023-01-17 00:00:0009:00"
24874,"MO2023-05-05 00:00:0009:59Social Sciences Building 1662023-01-17 00:00:0009:00"
27501,"MO2023-05-05 00:00:0009:59Social Sciences Building 1662023-01-17 00:00:0009:00"
26424,"MO2023-05-05 00:00:0009:59Social Sciences Building 1742023-01-17 00:00:0009:00"
27750,"MO2023-05-05 00:00:0009:59Social Sciences Building 1752023-01-17 00:00:0009:00"
20933,"MO2023-05-05 00:00:0009:59Social Sciences Building 742023-01-17 00:00:0009:00"
32961,"MO2023-05-05 00:00:0009:59Social Sciences Building 762023-01-17 00:00:0009:00"
21863,"MO2023-05-05 00:00:0009:59Stanley 1792023-01-17 00:00:0008:00"
29711,"MO2023-05-05 00:00:0009:59Stanley 1792023-01-17 00:00:0008:00"
24318,"MO2023-05-05 00:00:0009:59Valley Life Sciences 20322023-01-17 00:00:0009:00"
22241,"MO2023-05-05 00:00:0009:59Valley Life Sciences 20382023-01-17 00:00:0009:00"
31504,"MO2023-05-05 00:00:0009:59Valley Life Sciences 20622023-01-17 00:00:0009:00"
31605,"MO2023-05-05 00:00:0009:59Valley Life Sciences 20622023-01-17 00:00:0009:00"
24746,"MO2023-05-05 00:00:0009:59Valley Life Sciences 20702023-01-17 00:00:0009:00"
22194,"MO2023-05-05 00:00:0009:59Wheeler  1042023-01-17 00:00:0009:00"
23065,"MO2023-05-05 00:00:0009:59Wheeler  1042023-01-17 00:00:0009:00"
33161,"MO2023-05-05 00:00:0009:59Wheeler 242023-01-17 00:00:0009:00"
31740,"MO2023-05-05 00:00:0009:59Wheeler 302023-01-17 00:00:0008:00"
17471,"MO2023-05-05 00:00:0010:59Berkeley Way West 12152023-01-17 00:00:0009:00"
17471,"MO2023-05-05 00:00:0010:59Berkeley Way West 12152023-01-17 00:00:0009:00"
16842,"MO2023-05-05 00:00:0010:59Berkeley Way West 12172023-01-17 00:00:0010:00"
30638,"MO2023-05-05 00:00:0010:59Cory 1172023-01-17 00:00:0008:00"
30640,"MO2023-05-05 00:00:0010:59Cory 1172023-01-17 00:00:0008:00"
28964,"MO2023-05-05 00:00:0010:59Cory 1252023-01-17 00:00:0008:00"
28946,"MO2023-05-05 00:00:0010:59Cory 1402023-01-17 00:00:0008:00"
29409,"MO2023-05-05 00:00:0010:59Cory 2472023-01-17 00:00:0010:00"
27751,"MO2023-05-05 00:00:0010:59Cory 2852023-01-17 00:00:0010:00"
31213,"MO2023-05-05 00:00:0010:59Doe Library 308B2023-01-17 00:00:0010:00"
23488,"MO2023-05-05 00:00:0010:59Dwinelle 2292023-01-17 00:00:0010:00"
24496,"MO2023-05-05 00:00:0010:59Dwinelle 2292023-01-17 00:00:0010:00"
25804,"MO2023-05-05 00:00:0010:59Dwinelle 31042023-01-17 00:00:0009:00"
10012,"MO2023-05-05 00:00:0010:59Etcheverry 31112023-01-17 00:00:0010:00"
10012,"MO2023-05-05 00:00:0010:59Etcheverry 31112023-01-17 00:00:0010:00"
30202,"MO2023-05-05 00:00:0010:59Genetics & Plant Bio 1032023-01-17 00:00:0010:00"
20693,"MO2023-05-05 00:00:0010:59Hearst Field Annex B12023-01-17 00:00:0010:00"
25591,"MO2023-05-05 00:00:0010:59Hearst Gym 2422023-01-17 00:00:0010:00"
25030,"MO2023-05-05 00:00:0010:59Latimer 1022023-01-17 00:00:0010:00"
28128,"MO2023-05-05 00:00:0010:59Lewis 92023-01-17 00:00:0010:00"
21508,"MO2023-05-05 00:00:0010:59McCone 55A2023-01-17 00:00:0010:00"
28129,"MO2023-05-05 00:00:0010:59Moffitt Library 1012023-01-17 00:00:0009:00"
28129,"MO2023-05-05 00:00:0010:59Moffitt Library 1012023-01-17 00:00:0009:00"
29326,"MO2023-05-05 00:00:0010:59Moffitt Library 1022023-01-17 00:00:0010:00"
19706,"MO2023-05-05 00:00:0010:59Morgan 1202023-01-17 00:00:0010:00"
19706,"MO2023-05-05 00:00:0010:59Morgan 1202023-01-17 00:00:0010:00"
19706,"MO2023-05-05 00:00:0010:59Morgan 1202023-01-17 00:00:0010:00"
24268,"MO2023-05-05 00:00:0010:59Physics Building 3852023-01-17 00:00:0010:00"
21051,"MO2023-05-05 00:00:0010:59Social Sciences Building 1362023-01-17 00:00:0010:00"
31505,"MO2023-05-05 00:00:0010:59Social Sciences Building 1512023-01-17 00:00:0010:00"
31606,"MO2023-05-05 00:00:0010:59Social Sciences Building 1512023-01-17 00:00:0010:00"
33512,"MO2023-05-05 00:00:0010:59Social Sciences Building 1552023-01-17 00:00:0010:00"
23053,"MO2023-05-05 00:00:0010:59Social Sciences Building 1742023-01-17 00:00:0010:00"
22195,"MO2023-05-05 00:00:0010:59Social Sciences Building 1752023-01-17 00:00:0010:00"
23066,"MO2023-05-05 00:00:0010:59Social Sciences Building 1752023-01-17 00:00:0010:00"
27793,"MO2023-05-05 00:00:0010:59Social Sciences Building 1852023-01-17 00:00:0010:00"
21908,"MO2023-05-05 00:00:0010:59Social Sciences Building 502023-01-17 00:00:0010:00"
20934,"MO2023-05-05 00:00:0010:59Social Sciences Building 742023-01-17 00:00:0010:00"
32962,"MO2023-05-05 00:00:0010:59Social Sciences Building 762023-01-17 00:00:0010:00"
20002,"MO2023-05-05 00:00:0010:59South Hall 2022023-01-17 00:00:0009:00"
33337,"MO2023-05-05 00:00:0010:59South Hall 2022023-01-17 00:00:0009:00"
29707,"MO2023-05-05 00:00:0010:59Stanley 1792023-01-17 00:00:0010:00"
20878,"MO2023-05-05 00:00:0010:59Valley Life Sciences 20662023-01-17 00:00:0010:00"
21110,"MO2023-05-05 00:00:0010:59Valley Life Sciences 20702023-01-17 00:00:0010:00"
21864,"MO2023-05-05 00:00:0010:59Wheeler 1302023-01-17 00:00:0009:00"
29712,"MO2023-05-05 00:00:0010:59Wheeler 1302023-01-17 00:00:0009:00"
28700,"MO2023-05-05 00:00:0010:59Wheeler 2002023-01-17 00:00:0010:00"
28704,"MO2023-05-05 00:00:0010:59Wheeler 2002023-01-17 00:00:0010:00"
21764,"MO2023-05-05 00:00:0010:59Wheeler 2242023-01-17 00:00:0010:00"
10025,"MO2023-05-05 00:00:0010:59Wheeler 242023-01-17 00:00:0010:00"
10025,"MO2023-05-05 00:00:0010:59Wheeler 242023-01-17 00:00:0010:00"
29989,"MO2023-05-05 00:00:0010:59Wurster 4792023-01-17 00:00:0009:00"
26948,"MO2023-05-05 00:00:0011:29Evans 5972023-01-17 00:00:0009:30"
26948,"MO2023-05-05 00:00:0011:29Evans 5972023-01-17 00:00:0009:30"
30379,"MO2023-05-05 00:00:0011:59Berkeley Way West 12032023-01-17 00:00:0010:00"
30379,"MO2023-05-05 00:00:0011:59Berkeley Way West 12032023-01-17 00:00:0010:00"
30211,"MO2023-05-05 00:00:0011:59Berkeley Way West 12062023-01-17 00:00:0010:00"
30211,"MO2023-05-05 00:00:0011:59Berkeley Way West 12062023-01-17 00:00:0010:00"
30363,"MO2023-05-05 00:00:0011:59Berkeley Way West 12082023-01-17 00:00:0009:00"
30363,"MO2023-05-05 00:00:0011:59Berkeley Way West 12082023-01-17 00:00:0009:00"
30358,"MO2023-05-05 00:00:0011:59Berkeley Way West 12122023-01-17 00:00:0010:00"
31299,"MO2023-05-05 00:00:0011:59Berkeley Way West 12132023-01-17 00:00:0010:00"
29613,"MO2023-05-05 00:00:0011:59Berkeley Way West 42152023-01-17 00:00:0009:00"
31604,"MO2023-05-05 00:00:0011:59Berkeley Way West 44012023-01-17 00:00:0009:00"
28488,"MO2023-05-05 00:00:0011:59Cory 2182023-01-17 00:00:0009:00"
30748,"MO2023-05-05 00:00:0011:59Cory 2412023-01-17 00:00:0010:00"
30748,"MO2023-05-05 00:00:0011:59Cory 2412023-01-17 00:00:0010:00"
30748,"MO2023-05-05 00:00:0011:59Cory 2412023-01-17 00:00:0010:00"
30748,"MO2023-05-05 00:00:0011:59Cory 2412023-01-17 00:00:0010:00"
31214,"MO2023-05-05 00:00:0011:59Doe Library 308B2023-01-17 00:00:0011:00"
30653,"MO2023-05-05 00:00:0011:59Dwinelle 13032023-01-17 00:00:0009:00"
21027,"MO2023-05-05 00:00:0011:59Dwinelle 1822023-01-17 00:00:0011:00"
33719,"MO2023-05-05 00:00:0011:59Dwinelle 2152023-01-17 00:00:0011:00"
33726,"MO2023-05-05 00:00:0011:59Dwinelle 2152023-01-17 00:00:0011:00"
27709,"MO2023-05-05 00:00:0011:59Dwinelle 2192023-01-17 00:00:0010:00"
23486,"MO2023-05-05 00:00:0011:59Dwinelle 2232023-01-17 00:00:0011:00"
24494,"MO2023-05-05 00:00:0011:59Dwinelle 2232023-01-17 00:00:0011:00"
25593,"MO2023-05-05 00:00:0011:59Dwinelle 2292023-01-17 00:00:0011:00"
27040,"MO2023-05-05 00:00:0011:59Dwinelle 23032023-01-17 00:00:0010:00"
27043,"MO2023-05-05 00:00:0011:59Dwinelle 23032023-01-17 00:00:0010:00"
32678,"MO2023-05-05 00:00:0011:59Dwinelle 2332023-01-17 00:00:0011:00"
21108,"MO2023-05-05 00:00:0011:59Dwinelle 2422023-01-17 00:00:0011:00"
10026,"MO2023-05-05 00:00:0011:59Dwinelle 792023-01-17 00:00:0011:00"
10026,"MO2023-05-05 00:00:0011:59Dwinelle 792023-01-17 00:00:0011:00"
33162,"MO2023-05-05 00:00:0011:59Etcheverry 31052023-01-17 00:00:0011:00"
22155,"MO2023-05-05 00:00:0011:59Evans B3A2023-01-17 00:00:0011:00"
31741,"MO2023-05-05 00:00:0011:59Genetics & Plant Bio 1072023-01-17 00:00:0010:00"
23573,"MO2023-05-05 00:00:0011:59Haviland 122023-01-17 00:00:0011:00"
27790,"MO2023-05-05 00:00:0011:59Haviland 122023-01-17 00:00:0011:00"
30468,"MO2023-05-05 00:00:0011:59Haviland 42023-01-17 00:00:0010:00"
32548,"MO2023-05-05 00:00:0011:59Haviland 52023-01-17 00:00:0010:00"
26628,"MO2023-05-05 00:00:0011:59Hearst Gym 2282023-01-17 00:00:0010:00"
31506,"MO2023-05-05 00:00:0011:59Hearst Gym 2422023-01-17 00:00:0011:00"
31607,"MO2023-05-05 00:00:0011:59Hearst Gym 2422023-01-17 00:00:0011:00"
24477,"MO2023-05-05 00:00:0011:59Hearst Gym 2512023-01-17 00:00:0010:00"
29097,"MO2023-05-05 00:00:0011:59Hearst Mining 1882023-01-17 00:00:0008:00"
27962,"MO2023-05-05 00:00:0011:59Hilgard 1122023-01-17 00:00:0009:00"
26480,"MO2023-05-05 00:00:0011:59Latimer 1022023-01-17 00:00:0011:00"
23091,"MO2023-05-05 00:00:0011:59Latimer 1212023-01-17 00:00:0010:00"
20631,"MO2023-05-05 00:00:0011:59Latimer 2242023-01-17 00:00:0008:00"
33841,"MO2023-05-05 00:00:0011:59Latimer 3102023-01-17 00:00:0008:00"
20734,"MO2023-05-05 00:00:0011:59Latimer 3202023-01-17 00:00:0008:00"
20645,"MO2023-05-05 00:00:0011:59Latimer 3212023-01-17 00:00:0008:00"
19779,"MO2023-05-05 00:00:0011:59Li Ka Shing 2452023-01-17 00:00:0011:00"
33380,"MO2023-05-05 00:00:0011:59McCone 1452023-01-17 00:00:0011:00"
21865,"MO2023-05-05 00:00:0011:59Morgan 1092023-01-17 00:00:0010:00"
29713,"MO2023-05-05 00:00:0011:59Morgan 1092023-01-17 00:00:0010:00"
31582,"MO2023-05-05 00:00:0011:59Moses 2342023-01-17 00:00:0010:00"
30110,"MO2023-05-05 00:00:0011:59North Gate 1062023-01-17 00:00:0009:00"
30096,"MO2023-05-05 00:00:0011:59North Gate 1272023-01-17 00:00:0010:00"
16700,"MO2023-05-05 00:00:0011:59North Gate 2092023-01-17 00:00:0009:00"
27794,"MO2023-05-05 00:00:0011:59Social Sciences Building 1362023-01-17 00:00:0011:00"
33732,"MO2023-05-05 00:00:0011:59Social Sciences Building 1552023-01-17 00:00:0011:00"
33732,"MO2023-05-05 00:00:0011:59Social Sciences Building 1552023-01-17 00:00:0011:00"
33732,"MO2023-05-05 00:00:0011:59Social Sciences Building 1552023-01-17 00:00:0011:00"
24578,"MO2023-05-05 00:00:0011:59Social Sciences Building 1742023-01-17 00:00:0011:00"
22184,"MO2023-05-05 00:00:0011:59Social Sciences Building 1852023-01-17 00:00:0011:00"
19286,"MO2023-05-05 00:00:0011:59Social Sciences Building 2022023-01-17 00:00:0010:00"
24778,"MO2023-05-05 00:00:0011:59Social Sciences Building 502023-01-17 00:00:0011:00"
24517,"MO2023-05-05 00:00:0011:59Social Sciences Building 7492023-01-17 00:00:0009:00"
19287,"MO2023-05-05 00:00:0011:59Social Sciences Building 7912023-01-17 00:00:0010:00"
31339,"MO2023-05-05 00:00:0011:59Soda 3102023-01-17 00:00:0009:00"
33483,"MO2023-05-05 00:00:0011:59South Hall 1072023-01-17 00:00:0009:00"
25139,"MO2023-05-05 00:00:0011:59Stanley 1792023-01-17 00:00:0011:00"
23760,"MO2023-05-05 00:00:0011:59UC LAW 1112023-01-17 00:00:0010:00"
23760,"MO2023-05-05 00:00:0011:59UC LAW 1112023-01-17 00:00:0010:00"
21759,"MO2023-05-05 00:00:0011:59Valley Life Sciences 30482023-01-17 00:00:0009:00"
17897,"MO2023-05-05 00:00:0011:59Wellman 3112023-01-17 00:00:0010:00"
21111,"MO2023-05-05 00:00:0011:59Wheeler 1062023-01-17 00:00:0011:00"
25024,"MO2023-05-05 00:00:0011:59Wheeler 1202023-01-17 00:00:0010:00"
22893,"MO2023-05-05 00:00:0011:59Wheeler 202023-01-17 00:00:0011:00"
22956,"MO2023-05-05 00:00:0011:59Wheeler 2022023-01-17 00:00:0010:00"
32651,"MO2023-05-05 00:00:0011:59Wheeler 2122023-01-17 00:00:0011:00"
22196,"MO2023-05-05 00:00:0011:59Wheeler 2202023-01-17 00:00:0011:00"
23067,"MO2023-05-05 00:00:0011:59Wheeler 2202023-01-17 00:00:0011:00"
21112,"MO2023-05-05 00:00:0011:59Wheeler 302023-01-17 00:00:0011:00"
26721,"MO2023-05-05 00:00:0011:59Wurster 1012023-01-17 00:00:0010:00"
29374,"MO2023-05-05 00:00:0012:29Jacobs Hall 3102023-01-17 00:00:0010:00"
29374,"MO2023-05-05 00:00:0012:29Jacobs Hall 3102023-01-17 00:00:0010:00"
26484,"MO2023-05-05 00:00:0012:59Anthro/Art Practice Bldg 1152023-01-17 00:00:0012:00"
31507,"MO2023-05-05 00:00:0012:59Barker 1102023-01-17 00:00:0012:00"
31608,"MO2023-05-05 00:00:0012:59Barker 1102023-01-17 00:00:0012:00"
33759,"MO2023-05-05 00:00:0012:59Berkeley Art Museum IT752023-01-17 00:00:0012:00"
31502,"MO2023-05-05 00:00:0012:59Berkeley Way West 42442023-01-17 00:00:0010:00"
31825,"MO2023-05-05 00:00:0012:59Campbell Hall 1312023-01-17 00:00:0012:00"
17390,"MO2023-05-05 00:00:0012:59Davis 5342023-01-17 00:00:0012:00"
33190,"MO2023-05-05 00:00:0012:59Doe Library 4252023-01-17 00:00:0010:00"
26179,"MO2023-05-05 00:00:0012:59Dwinelle 1342023-01-17 00:00:0012:00"
22296,"MO2023-05-05 00:00:0012:59Dwinelle 2292023-01-17 00:00:0012:00"
25595,"MO2023-05-05 00:00:0012:59Dwinelle 2422023-01-17 00:00:0012:00"
23775,"MO2023-05-05 00:00:0012:59Dwinelle 2432023-01-17 00:00:0012:00"
22256,"MO2023-05-05 00:00:0012:59Dwinelle 792023-01-17 00:00:0012:00"
33453,"MO2023-05-05 00:00:0012:59Etcheverry 11092023-01-17 00:00:0012:00"
33454,"MO2023-05-05 00:00:0012:59Etcheverry 11092023-01-17 00:00:0012:00"
33163,"MO2023-05-05 00:00:0012:59Etcheverry 31052023-01-17 00:00:0012:00"
21114,"MO2023-05-05 00:00:0012:59Evans 42023-01-17 00:00:0012:00"
21116,"MO2023-05-05 00:00:0012:59Evans 852023-01-17 00:00:0012:00"
21430,"MO2023-05-05 00:00:0012:59Evans 872023-01-17 00:00:0012:00"
24240,"MO2023-05-05 00:00:0012:59Evans B3A2023-01-17 00:00:0012:00"
24434,"MO2023-05-05 00:00:0012:59Giannini 2012023-01-17 00:00:0011:00"
22390,"MO2023-05-05 00:00:0012:59Joan and Sanford I. Weill  1012023-01-17 00:00:0012:00"
21523,"MO2023-05-05 00:00:0012:59McCone 3652023-01-17 00:00:0012:00"
19707,"MO2023-05-05 00:00:0012:59Morgan 1012023-01-17 00:00:0012:00"
21010,"MO2023-05-05 00:00:0012:59Physics Building 22023-01-17 00:00:0012:00"
21423,"MO2023-05-05 00:00:0012:59Physics Building 3852023-01-17 00:00:0012:00"
20629,"MO2023-05-05 00:00:0012:59Pimentel 12023-01-17 00:00:0012:00"
28657,"MO2023-05-05 00:00:0012:59Social Sciences Building 1702023-01-17 00:00:0012:00"
26358,"MO2023-05-05 00:00:0012:59Social Sciences Building 2722023-01-17 00:00:0010:00"
20935,"MO2023-05-05 00:00:0012:59Social Sciences Building 742023-01-17 00:00:0012:00"
32963,"MO2023-05-05 00:00:0012:59Social Sciences Building 762023-01-17 00:00:0012:00"
31091,"MO2023-05-05 00:00:0012:59Soda 2712023-01-17 00:00:0011:00"
31093,"MO2023-05-05 00:00:0012:59Soda 2732023-01-17 00:00:0011:00"
31099,"MO2023-05-05 00:00:0012:59Soda 2752023-01-17 00:00:0011:00"
31107,"MO2023-05-05 00:00:0012:59Soda 2772023-01-17 00:00:0011:00"
33152,"MO2023-05-05 00:00:0012:59Soda 3062023-01-17 00:00:0012:00"
31109,"MO2023-05-05 00:00:0012:59Soda 3302023-01-17 00:00:0011:00"
33400,"MO2023-05-05 00:00:0012:59South Hall 2052023-01-17 00:00:0012:00"
20704,"MO2023-05-05 00:00:0012:59Tan 1802023-01-17 00:00:0012:00"
20704,"MO2023-05-05 00:00:0012:59Tan 1802023-01-17 00:00:0012:00"
21159,"MO2023-05-05 00:00:0012:59Valley Life Sciences 20052023-01-17 00:00:0009:00"
21160,"MO2023-05-05 00:00:0012:59Valley Life Sciences 20052023-01-17 00:00:0009:00"
21161,"MO2023-05-05 00:00:0012:59Valley Life Sciences 20072023-01-17 00:00:0009:00"
21162,"MO2023-05-05 00:00:0012:59Valley Life Sciences 20072023-01-17 00:00:0009:00"
24579,"MO2023-05-05 00:00:0012:59Valley Life Sciences 20302023-01-17 00:00:0012:00"
22234,"MO2023-05-05 00:00:0012:59Valley Life Sciences 20322023-01-17 00:00:0012:00"
26508,"MO2023-05-05 00:00:0012:59Valley Life Sciences 20382023-01-17 00:00:0012:00"
22197,"MO2023-05-05 00:00:0012:59Valley Life Sciences 20622023-01-17 00:00:0012:00"
23068,"MO2023-05-05 00:00:0012:59Valley Life Sciences 20622023-01-17 00:00:0012:00"
22185,"MO2023-05-05 00:00:0012:59Valley Life Sciences 20662023-01-17 00:00:0012:00"
31590,"MO2023-05-05 00:00:0012:59Valley Life Sciences 20702023-01-17 00:00:0012:00"
23547,"MO2023-05-05 00:00:0012:59Valley Life Sciences 21952023-01-17 00:00:0009:00"
23548,"MO2023-05-05 00:00:0012:59Valley Life Sciences 21952023-01-17 00:00:0009:00"
21866,"MO2023-05-05 00:00:0012:59Wheeler 2002023-01-17 00:00:0011:00"
29714,"MO2023-05-05 00:00:0012:59Wheeler 2002023-01-17 00:00:0011:00"
27089,"MO2023-05-05 00:00:0012:59Wheeler 2102023-01-17 00:00:0012:00"
32652,"MO2023-05-05 00:00:0012:59Wheeler 2122023-01-17 00:00:0012:00"
26798,"MO2023-05-05 00:00:0012:59Wheeler 242023-01-17 00:00:0012:00"
32982,"MO2023-05-05 00:00:0012:59Wurster 2702023-01-17 00:00:0010:00"
29990,"MO2023-05-05 00:00:0012:59Wurster 4792023-01-17 00:00:0011:00"
29947,"MO2023-05-05 00:00:0013:00Wurster 315D2023-01-17 00:00:0010:00"
23118,"MO2023-05-05 00:00:0013:59Berkeley Way West 11022023-01-17 00:00:0012:00"
17629,"MO2023-05-05 00:00:0013:59Berkeley Way West 12062023-01-17 00:00:0012:00"
17625,"MO2023-05-05 00:00:0013:59Berkeley Way West 12072023-01-17 00:00:0011:00"
31303,"MO2023-05-05 00:00:0013:59Berkeley Way West 12142023-01-17 00:00:0012:00"
31303,"MO2023-05-05 00:00:0013:59Berkeley Way West 12142023-01-17 00:00:0012:00"
21088,"MO2023-05-05 00:00:0013:59Campbell Hall 1212023-01-17 00:00:0013:00"
27116,"MO2023-05-05 00:00:0013:59Cheit C3352023-01-17 00:00:0013:00"
28444,"MO2023-05-05 00:00:0013:59Cory 1172023-01-17 00:00:0011:00"
28451,"MO2023-05-05 00:00:0013:59Cory 1172023-01-17 00:00:0011:00"
28965,"MO2023-05-05 00:00:0013:59Cory 1252023-01-17 00:00:0011:00"
28947,"MO2023-05-05 00:00:0013:59Cory 1402023-01-17 00:00:0011:00"
21410,"MO2023-05-05 00:00:0013:59Cory 2472023-01-17 00:00:0013:00"
27497,"MO2023-05-05 00:00:0013:59Cory 2472023-01-17 00:00:0013:00"
30521,"MO2023-05-05 00:00:0013:59Davis 5342023-01-17 00:00:0013:00"
19718,"MO2023-05-05 00:00:0013:59Dwinelle 1042023-01-17 00:00:0012:00"
30124,"MO2023-05-05 00:00:0013:59Dwinelle 1422023-01-17 00:00:0011:00"
22370,"MO2023-05-05 00:00:0013:59Dwinelle 1822023-01-17 00:00:0013:00"
33513,"MO2023-05-05 00:00:0013:59Dwinelle 1892023-01-17 00:00:0013:00"
22198,"MO2023-05-05 00:00:0013:59Dwinelle 2292023-01-17 00:00:0013:00"
23069,"MO2023-05-05 00:00:0013:59Dwinelle 2292023-01-17 00:00:0013:00"
10013,"MO2023-05-05 00:00:0013:59Dwinelle 2432023-01-17 00:00:0013:00"
10013,"MO2023-05-05 00:00:0013:59Dwinelle 2432023-01-17 00:00:0013:00"
26799,"MO2023-05-05 00:00:0013:59Dwinelle 792023-01-17 00:00:0013:00"
25597,"MO2023-05-05 00:00:0013:59Etcheverry 31052023-01-17 00:00:0013:00"
27864,"MO2023-05-05 00:00:0013:59Etcheverry 31112023-01-17 00:00:0013:00"
28162,"MO2023-05-05 00:00:0013:59Etcheverry 31132023-01-17 00:00:0012:00"
23312,"MO2023-05-05 00:00:0013:59Evans 3422023-01-17 00:00:0012:00"
33038,"MO2023-05-05 00:00:0013:59Evans 3422023-01-17 00:00:0012:00"
21109,"MO2023-05-05 00:00:0013:59Evans 42023-01-17 00:00:0013:00"
19453,"MO2023-05-05 00:00:0013:59Evans 5972023-01-17 00:00:0012:00"
31667,"MO2023-05-05 00:00:0013:59Evans 602023-01-17 00:00:0012:00"
21459,"MO2023-05-05 00:00:0013:59Evans 6482023-01-17 00:00:0012:30"
21119,"MO2023-05-05 00:00:0013:59Evans 872023-01-17 00:00:0013:00"
15019,"MO2023-05-05 00:00:0013:59Genetics & Plant Bio 1032023-01-17 00:00:0013:00"
30755,"MO2023-05-05 00:00:0013:59Genetics & Plant Bio 1042023-01-17 00:00:0013:00"
28013,"MO2023-05-05 00:00:0013:59Giannini 3322023-01-17 00:00:0012:00"
30472,"MO2023-05-05 00:00:0013:59Haviland 3402023-01-17 00:00:0012:00"
30451,"MO2023-05-05 00:00:0013:59Haviland 42023-01-17 00:00:0012:00"
30481,"MO2023-05-05 00:00:0013:59Haviland 52023-01-17 00:00:0012:00"
22528,"MO2023-05-05 00:00:0013:59Hearst Gym 2282023-01-17 00:00:0012:00"
21405,"MO2023-05-05 00:00:0013:59Hearst Gym 2452023-01-17 00:00:0013:00"
28569,"MO2023-05-05 00:00:0013:59Hesse 50A2023-01-17 00:00:0011:00"
25034,"MO2023-05-05 00:00:0013:59Hildebrand B512023-01-17 00:00:0013:00"
31508,"MO2023-05-05 00:00:0013:59Hildebrand B562023-01-17 00:00:0013:00"
31609,"MO2023-05-05 00:00:0013:59Hildebrand B562023-01-17 00:00:0013:00"
23092,"MO2023-05-05 00:00:0013:59Latimer 1222023-01-17 00:00:0012:00"
24917,"MO2023-05-05 00:00:0013:59McCone 5352023-01-17 00:00:0012:00"
22265,"MO2023-05-05 00:00:0013:59Mulford 1592023-01-17 00:00:0013:00"
22265,"MO2023-05-05 00:00:0013:59Mulford 1592023-01-17 00:00:0013:00"
22265,"MO2023-05-05 00:00:0013:59Mulford 1592023-01-17 00:00:0013:00"
21415,"MO2023-05-05 00:00:0013:59Physics Building 3852023-01-17 00:00:0013:00"
